States,Country, Date, Frequency, Estimated Unemployment Rate, Estimated Employed, Estimated Labour Participation Rate ,Region,longitude,latitude
Rajasthan,India, 31-05-2018, M,5.36,20019460,38.71,North,27.0238,74.2179
Rajasthan,India, 30-06-2018, M,10.08,19367639,39.33,North,27.0238,74.2179
Rajasthan,India, 31-07-2018, M,9.49,19558725,39.36,North,27.0238,74.2179
Rajasthan,India, 31-08-2018, M,9.75,19277283,38.82,North,27.0238,74.2179
Rajasthan,India, 30-09-2018, M,7.58,19564512,38.39,North,27.0238,74.2179
Rajasthan,India, 31-10-2018, M,13.63,19543972,40.94,North,27.0238,74.2179
Rajasthan,India, 30-11-2018, M,12.51,19776255,40.8,North,27.0238,74.2179
Rajasthan,India, 31-12-2018, M,14.87,19491220,41.23,North,27.0238,74.2179
Rajasthan,India, 31-01-2019, M,7.67,19802750,38.53,North,27.0238,74.2179
Rajasthan,India, 28-02-2019, M,10.58,20445986,40.99,North,27.0238,74.2179
Rajasthan,India, 31-03-2019, M,9.71,19964844,39.54,North,27.0238,74.2179
Rajasthan,India, 30-04-2019, M,12.58,20053759,40.93,North,27.0238,74.2179
Rajasthan,India, 31-05-2019, M,6.63,20334436,38.77,North,27.0238,74.2179
Rajasthan,India, 30-06-2019, M,13.88,19851738,40.94,North,27.0238,74.2179
Rajasthan,India, 31-07-2019, M,10.23,20232340,39.94,North,27.0238,74.2179
Rajasthan,India, 31-08-2019, M,13.08,20247209,41.18,North,27.0238,74.2179
Rajasthan,India, 30-09-2019, M,7.52,20467523,39.03,North,27.0238,74.2179
Rajasthan,India, 31-10-2019, M,14.24,20562884,42.19,North,27.0238,74.2179
Rajasthan,India, 30-11-2019, M,11.49,20585267,40.83,North,27.0238,74.2179
Rajasthan,India, 31-12-2019, M,15.01,20594797,42.44,North,27.0238,74.2179
Rajasthan,India, 31-01-2020, M,10.97,20641716,40.51,North,27.0238,74.2179
Rajasthan,India, 29-02-2020, M,15.16,20328915,41.77,North,27.0238,74.2179
Rajasthan,India, 31-03-2020, M,11.9,20024680,39.54,North,27.0238,74.2179
Rajasthan,India, 30-04-2020, M,17.7,15984142,33.71,North,27.0238,74.2179
Rajasthan,India, 31-05-2020, M,15.74,19826602,40.74,North,27.0238,74.2179
Rajasthan,India, 30-06-2020, M,14.39,20506612,41.38,North,27.0238,74.2179
Rajasthan,India, 31-07-2020, M,15.81,19932393,40.8,North,27.0238,74.2179
Rajasthan,India, 31-08-2020, M,17.51,20014060,41.71,North,27.0238,74.2179
Rajasthan,India, 30-09-2020, M,15.35,20149594,40.83,North,27.0238,74.2179
Rajasthan,India, 31-10-2020, M,24.1,19913403,44.9,North,27.0238,74.2179
Rajasthan,India, 30-11-2020, M,18.52,20268396,42.47,North,27.0238,74.2179
Rajasthan,India, 31-12-2020, M,28.23,19786545,46.96,North,27.0238,74.2179
Rajasthan,India, 31-01-2021, M,17.69,21125626,43.62,North,27.0238,74.2179
Rajasthan,India, 28-02-2021, M,25.63,20096427,45.83,North,27.0238,74.2179
Rajasthan,India, 31-03-2021, M,19.74,20392741,42.99,North,27.0238,74.2179
Rajasthan,India, 30-04-2021, M,28.04,19857143,46.58,North,27.0238,74.2179
Rajasthan,India, 31-05-2021, M,27.64,18671874,43.45,North,27.0238,74.2179
Rajasthan,India, 30-06-2021, M,26.27,20321049,46.31,North,27.0238,74.2179
Rajasthan,India, 31-07-2021, M,21.06,20661802,43.88,North,27.0238,74.2179
Rajasthan,India, 31-08-2021, M,26.69,20521536,46.81,North,27.0238,74.2179
Rajasthan,India, 30-09-2021, M,17.87,21092269,42.85,North,27.0238,74.2179
Rajasthan,India, 31-10-2021, M,29.52,20463351,48.32,North,27.0238,74.2179
Rajasthan,India, 30-11-2021, M,20.23,20322679,42.31,North,27.0238,74.2179
Rajasthan,India, 31-12-2021, M,27.12,20152764,45.81,North,27.0238,74.2179
Rajasthan,India, 31-01-2022, M,18.95,20683321,42.18,North,27.0238,74.2179
Rajasthan,India, 28-02-2022, M,32.39,19511908,47.6,North,27.0238,74.2179
Rajasthan,India, 31-03-2022, M,24.48,19672111,42.86,North,27.0238,74.2179
Rajasthan,India, 30-04-2022, M,28.8,20196775,46.57,North,27.0238,74.2179
Sikkim,India, 30-09-2018, M,11.25,280884,58.62,North East,27.533,88.5122
Sikkim,India, 31-10-2018, M,12.14,207652,43.66,North East,27.533,88.5122
Sikkim,India, 30-11-2018, M,4.69,258027,49.87,North East,27.533,88.5122
Sikkim,India, 31-01-2019, M,13.24,274484,57.97,North East,27.533,88.5122
Sikkim,India, 28-02-2019, M,8.3,227220,45.28,North East,27.533,88.5122
Sikkim,India, 31-03-2019, M,6.8,265777,51.97,North East,27.533,88.5122
Sikkim,India, 30-04-2019, M,4.79,219201,41.85,North East,27.533,88.5122
Sikkim,India, 31-05-2019, M,13.31,271818,56.83,North East,27.533,88.5122
Sikkim,India, 30-06-2019, M,8.99,229429,45.56,North East,27.533,88.5122
Sikkim,India, 31-07-2019, M,6.81,265454,51.34,North East,27.533,88.5122
Sikkim,India, 31-08-2019, M,2.06,218190,40.04,North East,27.533,88.5122
Sikkim,India, 30-09-2019, M,6.41,280086,53.64,North East,27.533,88.5122
Sikkim,India, 31-10-2019, M,7.1,234662,45.14,North East,27.533,88.5122
Sikkim,India, 30-11-2019, M,9.71,270177,53.33,North East,27.533,88.5122
Sikkim,India, 31-12-2019, M,3.34,249682,45.9,North East,27.533,88.5122
Sikkim,India, 31-03-2020, M,23.57,262895,60.59,North East,27.533,88.5122
Sikkim,India, 30-04-2020, M,2.28,215303,38.7,North East,27.533,88.5122
Sikkim,India, 31-05-2020, M,24.51,193427,44.88,North East,27.533,88.5122
Sikkim,India, 30-06-2020, M,4.46,221058,40.4,North East,27.533,88.5122
Sikkim,India, 31-07-2020, M,4.45,265175,48.32,North East,27.533,88.5122
Sikkim,India, 31-08-2020, M,12.49,244462,48.49,North East,27.533,88.5122
Sikkim,India, 30-09-2020, M,5.7,231798,42.54,North East,27.533,88.5122
Sikkim,India, 31-10-2020, M,0.88,242068,42.13,North East,27.533,88.5122
Sikkim,India, 30-11-2020, M,1.85,265087,46.46,North East,27.533,88.5122
Sikkim,India, 31-12-2020, M,0.67,291263,50.29,North East,27.533,88.5122
Sikkim,India, 31-01-2021, M,0,271163,46.35,North East,27.533,88.5122
Sikkim,India, 28-02-2021, M,4.29,269144,47.94,North East,27.533,88.5122
Sikkim,India, 31-03-2021, M,1.74,268111,46.37,North East,27.533,88.5122
Sikkim,India, 30-04-2021, M,1.8,260191,44.89,North East,27.533,88.5122
Sikkim,India, 31-05-2021, M,4.19,271870,47.92,North East,27.533,88.5122
Sikkim,India, 30-06-2021, M,0,264393,44.51,North East,27.533,88.5122
Sikkim,India, 31-07-2021, M,0,291920,48.99,North East,27.533,88.5122
Sikkim,India, 31-08-2021, M,0,275861,46.14,North East,27.533,88.5122
Sikkim,India, 31-10-2021, M,9.98,253543,46.81,North East,27.533,88.5122
Sikkim,India, 30-04-2022, M,8.67,249365,44.5,North East,27.533,88.5122
Tamil Nadu,India, 31-05-2017, M,3.67,30431940,51.05,South,11.1271,78.6569
Tamil Nadu,India, 30-06-2017, M,2.68,30258932,50.16,South,11.1271,78.6569
Tamil Nadu,India, 31-07-2017, M,3.18,30263412,50.35,South,11.1271,78.6569
Tamil Nadu,India, 31-08-2017, M,2.81,29487963,48.8,South,11.1271,78.6569
Tamil Nadu,India, 30-09-2017, M,3.08,30523117,50.57,South,11.1271,78.6569
Tamil Nadu,India, 31-10-2017, M,3.85,30030092,50.07,South,11.1271,78.6569
Tamil Nadu,India, 30-11-2017, M,3,30688529,50.64,South,11.1271,78.6569
Tamil Nadu,India, 31-12-2017, M,2.94,30532083,50.27,South,11.1271,78.6569
Tamil Nadu,India, 31-01-2018, M,2.4,30443984,49.77,South,11.1271,78.6569
Tamil Nadu,India, 28-02-2018, M,2.55,29243004,47.81,South,11.1271,78.6569
Tamil Nadu,India, 31-03-2018, M,3.03,29810179,48.9,South,11.1271,78.6569
Tamil Nadu,India, 30-04-2018, M,1.87,30027606,48.6,South,11.1271,78.6569
Tamil Nadu,India, 31-05-2018, M,2.08,30141678,48.81,South,11.1271,78.6569
Tamil Nadu,India, 30-06-2018, M,1.51,29200317,46.94,South,11.1271,78.6569
Tamil Nadu,India, 31-07-2018, M,2.56,29806640,48.35,South,11.1271,78.6569
Tamil Nadu,India, 31-08-2018, M,1.6,29456524,47.24,South,11.1271,78.6569
Tamil Nadu,India, 30-09-2018, M,1.8,28568698,45.84,South,11.1271,78.6569
Tamil Nadu,India, 31-10-2018, M,1.1,28284400,44.99,South,11.1271,78.6569
Tamil Nadu,India, 30-11-2018, M,3.02,29311576,47.48,South,11.1271,78.6569
Tamil Nadu,India, 31-12-2018, M,2.07,28063954,44.94,South,11.1271,78.6569
Tamil Nadu,India, 31-01-2019, M,2.25,27520190,44.08,South,11.1271,78.6569
Tamil Nadu,India, 28-02-2019, M,1.91,27638278,44.05,South,11.1271,78.6569
Tamil Nadu,India, 31-03-2019, M,1.72,28235810,44.84,South,11.1271,78.6569
Tamil Nadu,India, 30-04-2019, M,1.23,27490694,43.38,South,11.1271,78.6569
Tamil Nadu,India, 31-05-2019, M,0.94,27642770,43.42,South,11.1271,78.6569
Tamil Nadu,India, 30-06-2019, M,1.19,28694054,45.12,South,11.1271,78.6569
Tamil Nadu,India, 31-07-2019, M,4.83,28510351,46.47,South,11.1271,78.6569
Tamil Nadu,India, 31-08-2019, M,5.8,28397017,46.69,South,11.1271,78.6569
Tamil Nadu,India, 30-09-2019, M,1.8,26967205,42.46,South,11.1271,78.6569
Tamil Nadu,India, 31-10-2019, M,1.31,27819597,43.52,South,11.1271,78.6569
Tamil Nadu,India, 30-11-2019, M,2.54,27953384,44.21,South,11.1271,78.6569
Tamil Nadu,India, 31-12-2019, M,5.7,27617321,45.07,South,11.1271,78.6569
Tamil Nadu,India, 31-01-2020, M,1.57,26881641,41.96,South,11.1271,78.6569
Tamil Nadu,India, 29-02-2020, M,2.09,27570589,43.2,South,11.1271,78.6569
Tamil Nadu,India, 31-03-2020, M,6.4,26830768,43.91,South,11.1271,78.6569
Tamil Nadu,India, 30-04-2020, M,49.83,9719167,29.63,South,11.1271,78.6569
Tamil Nadu,India, 31-05-2020, M,33.16,11483256,26.23,South,11.1271,78.6569
Tamil Nadu,India, 30-06-2020, M,12.2,19096847,33.16,South,11.1271,78.6569
Tamil Nadu,India, 31-07-2020, M,6.81,24572827,40.13,South,11.1271,78.6569
Tamil Nadu,India, 31-08-2020, M,2.65,27046415,42.22,South,11.1271,78.6569
Tamil Nadu,India, 30-09-2020, M,5,23025845,36.77,South,11.1271,78.6569
Tamil Nadu,India, 31-10-2020, M,2.16,23651626,36.62,South,11.1271,78.6569
Tamil Nadu,India, 30-11-2020, M,1.15,24629525,37.68,South,11.1271,78.6569
Tamil Nadu,India, 31-12-2020, M,0.53,25020860,37.98,South,11.1271,78.6569
Tamil Nadu,India, 31-01-2021, M,3.99,22930424,36,South,11.1271,78.6569
Tamil Nadu,India, 28-02-2021, M,4.79,23539357,37.22,South,11.1271,78.6569
Tamil Nadu,India, 31-03-2021, M,3.02,24688097,38.26,South,11.1271,78.6569
Tamil Nadu,India, 30-04-2021, M,2.34,24591402,37.78,South,11.1271,78.6569
Tamil Nadu,India, 31-05-2021, M,27.97,14183803,29.5,South,11.1271,78.6569
Tamil Nadu,India, 30-06-2021, M,8.3,19876121,32.42,South,11.1271,78.6569
Tamil Nadu,India, 31-07-2021, M,4.78,24651814,38.66,South,11.1271,78.6569
Tamil Nadu,India, 31-08-2021, M,6.27,23991586,38.16,South,11.1271,78.6569
Tamil Nadu,India, 30-09-2021, M,7,22076645,35.34,South,11.1271,78.6569
Tamil Nadu,India, 31-10-2021, M,4.89,22604681,35.32,South,11.1271,78.6569
Tamil Nadu,India, 30-11-2021, M,5.13,24405134,38.17,South,11.1271,78.6569
Tamil Nadu,India, 31-12-2021, M,6.91,23072393,36.72,South,11.1271,78.6569
Tamil Nadu,India, 31-01-2022, M,5.3,22542644,35.21,South,11.1271,78.6569
Tamil Nadu,India, 28-02-2022, M,3.23,22265049,33.98,South,11.1271,78.6569
Tamil Nadu,India, 31-03-2022, M,4.13,23845915,36.67,South,11.1271,78.6569
Tamil Nadu,India, 30-04-2022, M,3.17,22836874,34.72,South,11.1271,78.6569
Telangana,India, 31-05-2017, M,3.38,14706639,51.4,South,18.1124,79.0193
Telangana,India, 30-06-2017, M,12.94,14332462,55.5,South,18.1124,79.0193
Telangana,India, 31-07-2017, M,4.71,15170845,53.56,South,18.1124,79.0193
Telangana,India, 31-08-2017, M,1.98,16297243,55.83,South,18.1124,79.0193
Telangana,India, 30-09-2017, M,2.42,14134302,48.55,South,18.1124,79.0193
Telangana,India, 31-10-2017, M,4.05,14173236,49.42,South,18.1124,79.0193
Telangana,India, 30-11-2017, M,2.83,17340383,59.59,South,18.1124,79.0193
Telangana,India, 31-12-2017, M,2.74,17360562,59.49,South,18.1124,79.0193
Telangana,India, 31-01-2018, M,4,14531233,50.35,South,18.1124,79.0193
Telangana,India, 28-02-2018, M,3.43,15226578,52.36,South,18.1124,79.0193
Telangana,India, 31-03-2018, M,3.62,15861778,54.55,South,18.1124,79.0193
Telangana,India, 30-04-2018, M,1.97,14615094,49.33,South,18.1124,79.0193
Telangana,India, 31-05-2018, M,0.97,14067425,46.91,South,18.1124,79.0193
Telangana,India, 30-06-2018, M,1.19,15242436,50.85,South,18.1124,79.0193
Telangana,India, 31-07-2018, M,0.75,16613504,55.07,South,18.1124,79.0193
Telangana,India, 31-08-2018, M,0.49,15788971,52.1,South,18.1124,79.0193
Telangana,India, 30-09-2018, M,0.44,16593024,54.63,South,18.1124,79.0193
Telangana,India, 31-10-2018, M,0.94,14672276,48.45,South,18.1124,79.0193
Telangana,India, 30-11-2018, M,0.52,16996261,55.79,South,18.1124,79.0193
Telangana,India, 31-12-2018, M,0.94,15232136,50.11,South,18.1124,79.0193
Telangana,India, 31-01-2019, M,2.61,16647293,55.6,South,18.1124,79.0193
Telangana,India, 28-02-2019, M,2.38,15556530,51.74,South,18.1124,79.0193
Telangana,India, 31-03-2019, M,2.48,16619084,55.23,South,18.1124,79.0193
Telangana,India, 30-04-2019, M,2.66,15128939,50.28,South,18.1124,79.0193
Telangana,India, 31-05-2019, M,1.99,16614003,54.73,South,18.1124,79.0193
Telangana,India, 30-06-2019, M,4.41,16412169,55.34,South,18.1124,79.0193
Telangana,India, 31-07-2019, M,2.86,16971193,56.2,South,18.1124,79.0193
Telangana,India, 31-08-2019, M,2.37,16288655,53.56,South,18.1124,79.0193
Telangana,India, 30-09-2019, M,4.82,17084091,57.52,South,18.1124,79.0193
Telangana,India, 31-10-2019, M,7.11,16693687,57.48,South,18.1124,79.0193
Telangana,India, 30-11-2019, M,6.07,16603948,56.44,South,18.1124,79.0193
Telangana,India, 31-12-2019, M,2.3,16385834,53.44,South,18.1124,79.0193
Telangana,India, 31-01-2020, M,5.49,17609295,59.25,South,18.1124,79.0193
Telangana,India, 29-02-2020, M,8.29,16825970,58.24,South,18.1124,79.0193
Telangana,India, 31-03-2020, M,5.77,17341613,58.31,South,18.1124,79.0193
Telangana,India, 30-04-2020, M,6.25,12172230,41.06,South,18.1124,79.0193
Telangana,India, 31-05-2020, M,14.7,14977774,55.43,South,18.1124,79.0193
Telangana,India, 30-06-2020, M,10.55,15108910,53.22,South,18.1124,79.0193
Telangana,India, 31-07-2020, M,5.36,15679417,52.1,South,18.1124,79.0193
Telangana,India, 31-08-2020, M,5.79,18185429,60.59,South,18.1124,79.0193
Telangana,India, 30-09-2020, M,3.27,16958984,54.93,South,18.1124,79.0193
Telangana,India, 31-10-2020, M,2.93,17417825,56.11,South,18.1124,79.0193
Telangana,India, 30-11-2020, M,1.56,17190976,54.51,South,18.1124,79.0193
Telangana,India, 31-12-2020, M,7.05,13239092,44.37,South,18.1124,79.0193
Telangana,India, 31-01-2021, M,4.26,16304175,52.95,South,18.1124,79.0193
Telangana,India, 28-02-2021, M,5.58,16040348,52.73,South,18.1124,79.0193
Telangana,India, 31-03-2021, M,3.67,16373619,52.65,South,18.1124,79.0193
Telangana,India, 30-04-2021, M,5.05,14105009,45.94,South,18.1124,79.0193
Telangana,India, 31-05-2021, M,7.2,16891260,56.18,South,18.1124,79.0193
Telangana,India, 30-06-2021, M,4.78,15077504,48.78,South,18.1124,79.0193
Telangana,India, 31-07-2021, M,4.01,16094158,51.55,South,18.1124,79.0193
Telangana,India, 31-08-2021, M,4.66,16234011,52.25,South,18.1124,79.0193
Telangana,India, 30-09-2021, M,3.63,16852051,53.56,South,18.1124,79.0193
Telangana,India, 31-10-2021, M,4.13,16904140,53.9,South,18.1124,79.0193
Telangana,India, 30-11-2021, M,4.14,16193012,51.54,South,18.1124,79.0193
Telangana,India, 31-12-2021, M,2.16,17128340,53.32,South,18.1124,79.0193
Telangana,India, 31-01-2022, M,0.69,16099871,49.28,South,18.1124,79.0193
Telangana,India, 28-02-2022, M,12.95,14999753,52.28,South,18.1124,79.0193
Telangana,India, 31-03-2022, M,6.55,16077052,52.1,South,18.1124,79.0193
Telangana,India, 30-04-2022, M,9.91,16573703,55.61,South,18.1124,79.0193
Tripura,India, 30-09-2017, M,19.41,1218132,49.47,North East,23.9408,91.9882
Tripura,India, 31-10-2017, M,8.51,1468082,52.43,North East,23.9408,91.9882
Tripura,India, 30-11-2017, M,8.35,1266700,45.08,North East,23.9408,91.9882
Tripura,India, 31-01-2018, M,31.11,1399231,66,North East,23.9408,91.9882
Tripura,India, 28-02-2018, M,30.23,1416297,65.85,North East,23.9408,91.9882
Tripura,India, 31-03-2018, M,15.19,1301630,49.7,North East,23.9408,91.9882
Tripura,India, 30-04-2018, M,13.55,1340371,50.12,North East,23.9408,91.9882
Tripura,India, 31-05-2018, M,23.68,1441375,60.94,North East,23.9408,91.9882
Tripura,India, 30-06-2018, M,22.13,1440654,59.58,North East,23.9408,91.9882
Tripura,India, 31-07-2018, M,17.86,1330820,52.09,North East,23.9408,91.9882
Tripura,India, 31-08-2018, M,27.43,1384626,61.23,North East,23.9408,91.9882
Tripura,India, 30-09-2018, M,39.1,1375891,72.36,North East,23.9408,91.9882
Tripura,India, 31-10-2018, M,32.43,1480505,70.05,North East,23.9408,91.9882
Tripura,India, 30-11-2018, M,32.34,1408467,66.44,North East,23.9408,91.9882
Tripura,India, 31-12-2018, M,27.34,1430316,62.71,North East,23.9408,91.9882
Tripura,India, 31-01-2019, M,32.63,1434823,67.72,North East,23.9408,91.9882
Tripura,India, 28-02-2019, M,26.16,1544426,66.4,North East,23.9408,91.9882
Tripura,India, 31-03-2019, M,22.98,1449641,59.64,North East,23.9408,91.9882
Tripura,India, 30-04-2019, M,25.43,1435520,60.89,North East,23.9408,91.9882
Tripura,India, 31-05-2019, M,30.94,1442676,65.95,North East,23.9408,91.9882
Tripura,India, 30-06-2019, M,26.36,1515751,64.87,North East,23.9408,91.9882
Tripura,India, 31-07-2019, M,23.44,1463180,60.12,North East,23.9408,91.9882
Tripura,India, 31-08-2019, M,27.86,1344478,58.52,North East,23.9408,91.9882
Tripura,India, 30-09-2019, M,31.23,1452452,66.2,North East,23.9408,91.9882
Tripura,India, 31-10-2019, M,27.31,1528572,65.79,North East,23.9408,91.9882
Tripura,India, 30-11-2019, M,25.8,1512333,63.65,North East,23.9408,91.9882
Tripura,India, 31-12-2019, M,28.59,1446305,63.14,North East,23.9408,91.9882
Tripura,India, 31-01-2020, M,32.67,1508130,69.69,North East,23.9408,91.9882
Tripura,India, 29-02-2020, M,28.4,1584686,68.74,North East,23.9408,91.9882
Tripura,India, 31-03-2020, M,29.95,1511217,66.89,North East,23.9408,91.9882
Tripura,India, 30-04-2020, M,41.23,971514,51.16,North East,23.9408,91.9882
Tripura,India, 31-05-2020, M,21.51,1290986,50.81,North East,23.9408,91.9882
Tripura,India, 30-06-2020, M,21.71,1494140,58.85,North East,23.9408,91.9882
Tripura,India, 31-07-2020, M,18.24,1348849,50.78,North East,23.9408,91.9882
Tripura,India, 31-08-2020, M,27.92,1318621,56.21,North East,23.9408,91.9882
Tripura,India, 30-09-2020, M,17.35,1368244,50.77,North East,23.9408,91.9882
Tripura,India, 31-10-2020, M,11.57,1576529,54.58,North East,23.9408,91.9882
Tripura,India, 30-11-2020, M,13.06,1454568,51.13,North East,23.9408,91.9882
Tripura,India, 31-12-2020, M,18.21,1389711,51.82,North East,23.9408,91.9882
Tripura,India, 31-01-2021, M,18.15,1395070,51.89,North East,23.9408,91.9882
Tripura,India, 28-02-2021, M,11.05,1629794,55.69,North East,23.9408,91.9882
Tripura,India, 31-03-2021, M,13.94,1493608,52.65,North East,23.9408,91.9882
Tripura,India, 30-04-2021, M,17.28,1436936,52.61,North East,23.9408,91.9882
Tripura,India, 31-05-2021, M,19.93,1350783,50.99,North East,23.9408,91.9882
Tripura,India, 30-06-2021, M,9.62,1651388,55.13,North East,23.9408,91.9882
Tripura,India, 31-07-2021, M,13.34,1577784,54.83,North East,23.9408,91.9882
Tripura,India, 31-08-2021, M,15.6,1497924,53.35,North East,23.9408,91.9882
Tripura,India, 30-09-2021, M,15.28,1435595,50.85,North East,23.9408,91.9882
Tripura,India, 31-10-2021, M,9.95,1682211,55.95,North East,23.9408,91.9882
Tripura,India, 30-11-2021, M,13.41,1549956,53.52,North East,23.9408,91.9882
Tripura,India, 31-12-2021, M,14.73,1516375,53.07,North East,23.9408,91.9882
Tripura,India, 31-01-2022, M,17.14,1405691,50.53,North East,23.9408,91.9882
Tripura,India, 28-02-2022, M,9.77,1577800,52,North East,23.9408,91.9882
Tripura,India, 31-03-2022, M,14.08,1549348,53.53,North East,23.9408,91.9882
Tripura,India, 30-04-2022, M,14.6,1529154,53.05,North East,23.9408,91.9882
Uttar Pradesh,India, 31-05-2017, M,2.84,55762962,37.96,North,26.8467,80.9462
Uttar Pradesh,India, 30-06-2017, M,2.74,58190274,39.48,North,26.8467,80.9462
Uttar Pradesh,India, 31-07-2017, M,2.06,56207063,37.79,North,26.8467,80.9462
Uttar Pradesh,India, 31-08-2017, M,6.65,56156277,39.52,North,26.8467,80.9462
Uttar Pradesh,India, 30-09-2017, M,3.66,56279964,38.29,North,26.8467,80.9462
Uttar Pradesh,India, 31-10-2017, M,3.73,57974586,39.38,North,26.8467,80.9462
Uttar Pradesh,India, 30-11-2017, M,2.49,56092981,37.54,North,26.8467,80.9462
Uttar Pradesh,India, 31-12-2017, M,5.4,55321312,38.08,North,26.8467,80.9462
Uttar Pradesh,India, 31-01-2018, M,4.03,56584288,38.3,North,26.8467,80.9462
Uttar Pradesh,India, 28-02-2018, M,3.93,57593239,38.87,North,26.8467,80.9462
Uttar Pradesh,India, 31-03-2018, M,3.14,56809415,37.94,North,26.8467,80.9462
Uttar Pradesh,India, 30-04-2018, M,5.56,56525466,38.64,North,26.8467,80.9462
Uttar Pradesh,India, 31-05-2018, M,5.21,56869822,38.64,North,26.8467,80.9462
Uttar Pradesh,India, 30-06-2018, M,4.04,57795994,38.71,North,26.8467,80.9462
Uttar Pradesh,India, 31-07-2018, M,4.63,56798203,38.19,North,26.8467,80.9462
Uttar Pradesh,India, 31-08-2018, M,8.5,56361205,39.41,North,26.8467,80.9462
Uttar Pradesh,India, 30-09-2018, M,7.88,56621023,39.24,North,26.8467,80.9462
Uttar Pradesh,India, 31-10-2018, M,6.19,56735101,38.52,North,26.8467,80.9462
Uttar Pradesh,India, 30-11-2018, M,6.98,56398508,38.54,North,26.8467,80.9462
Uttar Pradesh,India, 31-12-2018, M,11.03,56170553,40.04,North,26.8467,80.9462
Uttar Pradesh,India, 31-01-2019, M,9.59,56136714,39.29,North,26.8467,80.9462
Uttar Pradesh,India, 28-02-2019, M,9.52,55641146,38.83,North,26.8467,80.9462
Uttar Pradesh,India, 31-03-2019, M,8.87,57027803,39.43,North,26.8467,80.9462
Uttar Pradesh,India, 30-04-2019, M,11.06,57829154,40.88,North,26.8467,80.9462
Uttar Pradesh,India, 31-05-2019, M,11.28,56679062,40.07,North,26.8467,80.9462
Uttar Pradesh,India, 30-06-2019, M,11.25,55900999,39.42,North,26.8467,80.9462
Uttar Pradesh,India, 31-07-2019, M,9.84,56559433,39.18,North,26.8467,80.9462
Uttar Pradesh,India, 31-08-2019, M,12.27,56878991,40.4,North,26.8467,80.9462
Uttar Pradesh,India, 30-09-2019, M,8.11,57838879,39.14,North,26.8467,80.9462
Uttar Pradesh,India, 31-10-2019, M,10.22,56771594,39.23,North,26.8467,80.9462
Uttar Pradesh,India, 30-11-2019, M,8.05,57390420,38.64,North,26.8467,80.9462
Uttar Pradesh,India, 31-12-2019, M,9.39,58497260,39.87,North,26.8467,80.9462
Uttar Pradesh,India, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh,India, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh,India, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh,India, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh,India, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh,India, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh,India, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh,India, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh,India, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh,India, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh,India, 30-11-2020, M,5.16,56720101,36.05,North,26.8467,80.9462
Uttar Pradesh,India, 31-12-2020, M,14.95,55796313,39.46,North,26.8467,80.9462
Uttar Pradesh,India, 31-01-2021, M,4.89,55124290,34.78,North,26.8467,80.9462
Uttar Pradesh,India, 28-02-2021, M,4.1,56568780,35.33,North,26.8467,80.9462
Uttar Pradesh,India, 31-03-2021, M,4.14,55834036,34.8,North,26.8467,80.9462
Uttar Pradesh,India, 30-04-2021, M,6.3,56962368,36.25,North,26.8467,80.9462
Uttar Pradesh,India, 31-05-2021, M,6.89,55829255,35.67,North,26.8467,80.9462
Uttar Pradesh,India, 30-06-2021, M,4.32,55933912,34.7,North,26.8467,80.9462
Uttar Pradesh,India, 31-07-2021, M,4.95,55247629,34.43,North,26.8467,80.9462
Uttar Pradesh,India, 31-08-2021, M,6.98,56472386,35.88,North,26.8467,80.9462
Uttar Pradesh,India, 30-09-2021, M,4.98,55224547,34.27,North,26.8467,80.9462
Uttar Pradesh,India, 31-10-2021, M,4.22,55516008,34.1,North,26.8467,80.9462
Uttar Pradesh,India, 30-11-2021, M,4.83,56435220,34.81,North,26.8467,80.9462
Uttar Pradesh,India, 31-12-2021, M,4.86,57314791,35.29,North,26.8467,80.9462
Uttar Pradesh,India, 31-01-2022, M,2.97,55591271,33.48,North,26.8467,80.9462
Uttar Pradesh,India, 28-02-2022, M,2.71,55367064,33.19,North,26.8467,80.9462
Uttar Pradesh,India, 31-03-2022, M,4.36,55481938,33.76,North,26.8467,80.9462
Uttar Pradesh,India, 30-04-2022, M,2.94,56316092,33.69,North,26.8467,80.9462
Uttarakhand,India, 31-05-2017, M,0.14,3226954,39.79,North,30.0668,79.0193
Uttarakhand,India, 30-06-2017, M,1.81,3099901,38.79,North,30.0668,79.0193
Uttarakhand,India, 31-07-2017, M,0.28,2939428,36.14,North,30.0668,79.0193
Uttarakhand,India, 31-08-2017, M,0,3220367,39.39,North,30.0668,79.0193
Uttarakhand,India, 30-09-2017, M,0.27,3130806,38.32,North,30.0668,79.0193
