States,Country, Date, Frequency, Estimated Unemployment Rate, Estimated Employed, Estimated Labour Participation Rate ,Region,longitude,latitude
Madhya Pradesh,India, 31-03-2020, M,2.22,22867164,38.24,Central,22.9734,78.6569
Madhya Pradesh,India, 30-04-2020, M,12.36,19041832,35.45,Central,22.9734,78.6569
Madhya Pradesh,India, 31-05-2020, M,21.98,18443927,38.48,Central,22.9734,78.6569
Madhya Pradesh,India, 30-06-2020, M,6.48,23054646,40.04,Central,22.9734,78.6569
Madhya Pradesh,India, 31-07-2020, M,5.08,23940158,40.88,Central,22.9734,78.6569
Madhya Pradesh,India, 31-08-2020, M,4.7,23619011,40.08,Central,22.9734,78.6569
Madhya Pradesh,India, 30-09-2020, M,3.93,23396559,39.3,Central,22.9734,78.6569
Madhya Pradesh,India, 31-10-2020, M,3.26,23109279,38.46,Central,22.9734,78.6569
Madhya Pradesh,India, 30-11-2020, M,4.34,24437387,41.04,Central,22.9734,78.6569
Madhya Pradesh,India, 31-12-2020, M,3.99,23864423,39.85,Central,22.9734,78.6569
Madhya Pradesh,India, 31-01-2021, M,6.15,23183713,39.51,Central,22.9734,78.6569
Madhya Pradesh,India, 28-02-2021, M,2.02,22589307,36.8,Central,22.9734,78.6569
Madhya Pradesh,India, 31-03-2021, M,1.5,24004347,38.82,Central,22.9734,78.6569
Madhya Pradesh,India, 30-04-2021, M,1.35,22705824,36.58,Central,22.9734,78.6569
Madhya Pradesh,India, 31-05-2021, M,5.16,21795692,36.44,Central,22.9734,78.6569
Madhya Pradesh,India, 30-06-2021, M,2.34,22680487,36.75,Central,22.9734,78.6569
Madhya Pradesh,India, 31-07-2021, M,2.3,24438028,39.49,Central,22.9734,78.6569
Madhya Pradesh,India, 31-08-2021, M,3.49,23825304,38.89,Central,22.9734,78.6569
Madhya Pradesh,India, 30-09-2021, M,3.09,23749761,38.53,Central,22.9734,78.6569
Madhya Pradesh,India, 31-10-2021, M,1.82,23093728,36.89,Central,22.9734,78.6569
Madhya Pradesh,India, 30-11-2021, M,1.56,24396190,38.79,Central,22.9734,78.6569
Madhya Pradesh,India, 31-12-2021, M,3.37,24112509,38.97,Central,22.9734,78.6569
Madhya Pradesh,India, 31-01-2022, M,2.95,23342443,37.48,Central,22.9734,78.6569
Madhya Pradesh,India, 28-02-2022, M,2.82,22384212,35.82,Central,22.9734,78.6569
Madhya Pradesh,India, 31-03-2022, M,1.59,23966634,37.79,Central,22.9734,78.6569
Madhya Pradesh,India, 30-04-2022, M,1.61,23777291,37.41,Central,22.9734,78.6569
Maharashtra,India, 31-05-2017, M,4.92,44091076,48.7,West,19.7515,75.7139
Maharashtra,India, 30-06-2017, M,4.11,44149420,48.26,West,19.7515,75.7139
Maharashtra,India, 31-07-2017, M,3.45,46291207,50.15,West,19.7515,75.7139
Maharashtra,India, 31-08-2017, M,4.76,43944919,48.17,West,19.7515,75.7139
Maharashtra,India, 30-09-2017, M,4.67,45138102,49.34,West,19.7515,75.7139
Maharashtra,India, 31-10-2017, M,3.87,45163462,48.86,West,19.7515,75.7139
Maharashtra,India, 30-11-2017, M,3.82,45467715,49.06,West,19.7515,75.7139
Maharashtra,India, 31-12-2017, M,2.7,44870497,47.77,West,19.7515,75.7139
Maharashtra,India, 31-01-2018, M,3.47,45213511,48.42,West,19.7515,75.7139
Maharashtra,India, 28-02-2018, M,3.83,45713503,49.05,West,19.7515,75.7139
Maharashtra,India, 31-03-2018, M,3.36,44650489,47.58,West,19.7515,75.7139
Maharashtra,India, 30-04-2018, M,4.88,44155265,47.71,West,19.7515,75.7139
Maharashtra,India, 31-05-2018, M,3.74,43268117,46.11,West,19.7515,75.7139
Maharashtra,India, 30-06-2018, M,4.19,43697315,46.69,West,19.7515,75.7139
Maharashtra,India, 31-07-2018, M,3.46,42810228,45.31,West,19.7515,75.7139
Maharashtra,India, 31-08-2018, M,4.05,41357801,43.95,West,19.7515,75.7139
Maharashtra,India, 30-09-2018, M,4.02,43722414,46.36,West,19.7515,75.7139
Maharashtra,India, 31-10-2018, M,3.82,43670526,46.12,West,19.7515,75.7139
Maharashtra,India, 30-11-2018, M,3.78,43591817,45.92,West,19.7515,75.7139
Maharashtra,India, 31-12-2018, M,3.21,42499581,44.42,West,19.7515,75.7139
Maharashtra,India, 31-01-2019, M,5.67,44188804,47.3,West,19.7515,75.7139
Maharashtra,India, 28-02-2019, M,3.73,43904146,45.96,West,19.7515,75.7139
Maharashtra,India, 31-03-2019, M,3.34,44082780,45.87,West,19.7515,75.7139
Maharashtra,India, 30-04-2019, M,4.09,41839940,43.79,West,19.7515,75.7139
Maharashtra,India, 31-05-2019, M,4.69,40859439,42.95,West,19.7515,75.7139
Maharashtra,India, 30-06-2019, M,5.26,40431563,42.67,West,19.7515,75.7139
Maharashtra,India, 31-07-2019, M,4.78,42059400,44.08,West,19.7515,75.7139
Maharashtra,India, 31-08-2019, M,5.26,43438141,45.66,West,19.7515,75.7139
Maharashtra,India, 30-09-2019, M,5.55,41617740,43.8,West,19.7515,75.7139
Maharashtra,India, 31-10-2019, M,5.38,41552227,43.56,West,19.7515,75.7139
Maharashtra,India, 30-11-2019, M,5.34,42368067,44.31,West,19.7515,75.7139
Maharashtra,India, 31-12-2019, M,4.94,42938783,44.63,West,19.7515,75.7139
Maharashtra,India, 31-01-2020, M,4.95,42596868,44.19,West,19.7515,75.7139
Maharashtra,India, 29-02-2020, M,4.69,42416317,43.8,West,19.7515,75.7139
Maharashtra,India, 31-03-2020, M,5.79,40196806,41.91,West,19.7515,75.7139
Maharashtra,India, 30-04-2020, M,20.9,27689253,34.32,West,19.7515,75.7139
Maharashtra,India, 31-05-2020, M,15.46,32116847,37.17,West,19.7515,75.7139
Maharashtra,India, 30-06-2020, M,9.23,39708538,42.71,West,19.7515,75.7139
Maharashtra,India, 31-07-2020, M,3.89,40998545,41.57,West,19.7515,75.7139
Maharashtra,India, 31-08-2020, M,6.23,40963616,42.49,West,19.7515,75.7139
Maharashtra,India, 30-09-2020, M,4.54,41970885,42.67,West,19.7515,75.7139
Maharashtra,India, 31-10-2020, M,4.2,42984107,43.46,West,19.7515,75.7139
Maharashtra,India, 30-11-2020, M,2.98,41835346,41.69,West,19.7515,75.7139
Maharashtra,India, 31-12-2020, M,3.9,41852719,42.02,West,19.7515,75.7139
Maharashtra,India, 31-01-2021, M,3.79,42638718,42.68,West,19.7515,75.7139
Maharashtra,India, 28-02-2021, M,3.75,43096660,43.04,West,19.7515,75.7139
Maharashtra,India, 31-03-2021, M,3.55,44407556,44.16,West,19.7515,75.7139
Maharashtra,India, 30-04-2021, M,5.47,40125662,40.64,West,19.7515,75.7139
Maharashtra,India, 31-05-2021, M,5.75,40887966,41.45,West,19.7515,75.7139
Maharashtra,India, 30-06-2021, M,4.29,42688095,42.53,West,19.7515,75.7139
Maharashtra,India, 31-07-2021, M,4.28,44095200,43.84,West,19.7515,75.7139
Maharashtra,India, 31-08-2021, M,4.36,44637546,44.32,West,19.7515,75.7139
Maharashtra,India, 30-09-2021, M,4.53,44651998,44.33,West,19.7515,75.7139
Maharashtra,India, 31-10-2021, M,4.33,43813077,43.32,West,19.7515,75.7139
Maharashtra,India, 30-11-2021, M,4.69,46831192,46.39,West,19.7515,75.7139
Maharashtra,India, 31-12-2021, M,3.77,47665595,46.67,West,19.7515,75.7139
Maharashtra,India, 31-01-2022, M,4.21,44712496,43.89,West,19.7515,75.7139
Maharashtra,India, 28-02-2022, M,4.34,44594701,43.76,West,19.7515,75.7139
Maharashtra,India, 31-03-2022, M,4,45806483,44.69,West,19.7515,75.7139
Maharashtra,India, 30-04-2022, M,3.13,47035554,45.39,West,19.7515,75.7139
Meghalaya,India, 31-01-2018, M,10.86,1138806,58.5,North East,25.467,91.3662
Meghalaya,India, 28-02-2018, M,7.92,1138690,56.5,North East,25.467,91.3662
Meghalaya,India, 31-03-2018, M,6.72,1067546,52.16,North East,25.467,91.3662
Meghalaya,India, 30-04-2018, M,4.04,1168761,55.38,North East,25.467,91.3662
Meghalaya,India, 31-05-2018, M,10.54,1149825,58.3,North East,25.467,91.3662
Meghalaya,India, 30-06-2018, M,6.73,1111337,53.91,North East,25.467,91.3662
Meghalaya,India, 31-07-2018, M,3.51,1178817,55.14,North East,25.467,91.3662
Meghalaya,India, 31-08-2018, M,4.23,1245669,58.56,North East,25.467,91.3662
Meghalaya,India, 30-09-2018, M,4.57,1271561,59.85,North East,25.467,91.3662
Meghalaya,India, 31-10-2018, M,4.81,1199584,56.46,North East,25.467,91.3662
Meghalaya,India, 30-11-2018, M,3.02,1305640,60.17,North East,25.467,91.3662
Meghalaya,India, 31-12-2018, M,2.71,1288889,59.06,North East,25.467,91.3662
Meghalaya,India, 31-01-2019, M,2.65,1367106,62.45,North East,25.467,91.3662
Meghalaya,India, 28-02-2019, M,6.4,1229411,58.28,North East,25.467,91.3662
Meghalaya,India, 31-03-2019, M,2.01,1419680,64.13,North East,25.467,91.3662
Meghalaya,India, 30-04-2019, M,2.28,1271267,57.44,North East,25.467,91.3662
Meghalaya,India, 31-05-2019, M,4.09,1347989,61.91,North East,25.467,91.3662
Meghalaya,India, 30-06-2019, M,5.08,1256049,58.14,North East,25.467,91.3662
Meghalaya,India, 31-07-2019, M,1.72,1442525,64.34,North East,25.467,91.3662
Meghalaya,India, 31-08-2019, M,1.6,1325158,58.88,North East,25.467,91.3662
Meghalaya,India, 30-09-2019, M,1.19,1416046,62.51,North East,25.467,91.3662
Meghalaya,India, 31-10-2019, M,4.35,1314984,59.81,North East,25.467,91.3662
Meghalaya,India, 30-11-2019, M,1.8,1499134,66.26,North East,25.467,91.3662
Meghalaya,India, 31-12-2019, M,2.48,1370415,60.85,North East,25.467,91.3662
Meghalaya,India, 31-01-2020, M,1.66,1491093,65.49,North East,25.467,91.3662
Meghalaya,India, 29-02-2020, M,3.59,1346829,60.2,North East,25.467,91.3662
Meghalaya,India, 31-03-2020, M,1.58,1482351,64.74,North East,25.467,91.3662
Meghalaya,India, 30-04-2020, M,10.03,965057,45.99,North East,25.467,91.3662
Meghalaya,India, 31-05-2020, M,5.92,1215064,55.24,North East,25.467,91.3662
Meghalaya,India, 30-06-2020, M,1.15,1350794,58.31,North East,25.467,91.3662
Meghalaya,India, 31-07-2020, M,2.1,1448106,62.96,North East,25.467,91.3662
Meghalaya,India, 31-08-2020, M,3.74,1357643,59.88,North East,25.467,91.3662
Meghalaya,India, 30-09-2020, M,4.29,1459726,64.6,North East,25.467,91.3662
Meghalaya,India, 31-10-2020, M,4.6,1381490,61.18,North East,25.467,91.3662
Meghalaya,India, 30-11-2020, M,1.12,1425271,60.75,North East,25.467,91.3662
Meghalaya,India, 31-12-2020, M,6.58,1320920,59.45,North East,25.467,91.3662
Meghalaya,India, 31-01-2021, M,3.28,1412004,61.23,North East,25.467,91.3662
Meghalaya,India, 28-02-2021, M,3.83,1326534,57.72,North East,25.467,91.3662
Meghalaya,India, 31-03-2021, M,1.31,1516752,64.15,North East,25.467,91.3662
Meghalaya,India, 30-04-2021, M,1.44,1385061,58.52,North East,25.467,91.3662
Meghalaya,India, 31-05-2021, M,6.49,1293466,57.46,North East,25.467,91.3662
Meghalaya,India, 30-06-2021, M,2.84,1472538,62.8,North East,25.467,91.3662
Meghalaya,India, 31-07-2021, M,0.39,1598729,66.34,North East,25.467,91.3662
Meghalaya,India, 31-08-2021, M,0.58,1444334,59.9,North East,25.467,91.3662
Meghalaya,India, 30-09-2021, M,2.06,1497799,62.9,North East,25.467,91.3662
Meghalaya,India, 31-10-2021, M,1.82,1326274,55.42,North East,25.467,91.3662
Meghalaya,India, 30-11-2021, M,0.73,1486378,61.29,North East,25.467,91.3662
Meghalaya,India, 31-12-2021, M,3.04,1363563,57.41,North East,25.467,91.3662
Meghalaya,India, 31-01-2022, M,1.51,1461898,60.45,North East,25.467,91.3662
Meghalaya,India, 28-02-2022, M,1.41,1545712,63.71,North East,25.467,91.3662
Meghalaya,India, 31-03-2022, M,1.99,1464188,60.56,North East,25.467,91.3662
Meghalaya,India, 30-04-2022, M,2.23,1428366,59.07,North East,25.467,91.3662
Odisha,India, 31-05-2017, M,6.81,13172723,41.93,East,20.9517,85.0985
Odisha,India, 30-06-2017, M,3.4,14236759,43.64,East,20.9517,85.0985
Odisha,India, 31-07-2017, M,3.29,14281925,43.66,East,20.9517,85.0985
Odisha,India, 31-08-2017, M,3.39,13779654,42.1,East,20.9517,85.0985
Odisha,India, 30-09-2017, M,4.51,13950476,43.05,East,20.9517,85.0985
Odisha,India, 31-10-2017, M,9.37,14150962,45.93,East,20.9517,85.0985
Odisha,India, 30-11-2017, M,1.98,14865796,44.54,East,20.9517,85.0985
Odisha,India, 31-12-2017, M,2.94,13455378,40.65,East,20.9517,85.0985
Odisha,India, 31-01-2018, M,5.59,13930924,43.2,East,20.9517,85.0985
Odisha,India, 28-02-2018, M,6.9,14241803,44.72,East,20.9517,85.0985
Odisha,India, 31-03-2018, M,7.61,13871369,43.82,East,20.9517,85.0985
Odisha,India, 30-04-2018, M,7.97,13430847,42.52,East,20.9517,85.0985
Odisha,India, 31-05-2018, M,8.18,13277964,42.06,East,20.9517,85.0985
Odisha,India, 30-06-2018, M,6.37,14145627,43.87,East,20.9517,85.0985
Odisha,India, 31-07-2018, M,5.59,14149366,43.45,East,20.9517,85.0985
Odisha,India, 31-08-2018, M,6.69,13718395,42.56,East,20.9517,85.0985
Odisha,India, 30-09-2018, M,5.63,13731085,42.05,East,20.9517,85.0985
Odisha,India, 31-10-2018, M,5.16,12945817,39.38,East,20.9517,85.0985
Odisha,India, 30-11-2018, M,3.45,14047116,41.91,East,20.9517,85.0985
Odisha,India, 31-12-2018, M,5,13676011,41.4,East,20.9517,85.0985
Odisha,India, 31-01-2019, M,4.18,13905907,41.66,East,20.9517,85.0985
Odisha,India, 28-02-2019, M,6.56,13179143,40.43,East,20.9517,85.0985
Odisha,India, 31-03-2019, M,2.82,14570943,42.91,East,20.9517,85.0985
Odisha,India, 30-04-2019, M,6.38,13406282,40.92,East,20.9517,85.0985
Odisha,India, 31-05-2019, M,3.95,13675335,40.61,East,20.9517,85.0985
Odisha,India, 30-06-2019, M,4.35,13321447,39.66,East,20.9517,85.0985
Odisha,India, 31-07-2019, M,3.05,14552118,42.68,East,20.9517,85.0985
Odisha,India, 31-08-2019, M,3.65,14184642,41.79,East,20.9517,85.0985
Odisha,India, 30-09-2019, M,4.22,13716469,40.58,East,20.9517,85.0985
Odisha,India, 31-10-2019, M,4.32,14078381,41.63,East,20.9517,85.0985
Odisha,India, 30-11-2019, M,4.29,14787087,43.64,East,20.9517,85.0985
Odisha,India, 31-12-2019, M,4.44,13714119,40.47,East,20.9517,85.0985
Odisha,India, 31-01-2020, M,1.9,13743448,39.44,East,20.9517,85.0985
Odisha,India, 29-02-2020, M,3.12,14280735,41.44,East,20.9517,85.0985
Odisha,India, 31-03-2020, M,13.08,12272109,39.62,East,20.9517,85.0985
Odisha,India, 30-04-2020, M,23.76,6865693,25.23,East,20.9517,85.0985
Odisha,India, 31-05-2020, M,11.41,11730937,37.04,East,20.9517,85.0985
Odisha,India, 30-06-2020, M,3.77,12903993,37.45,East,20.9517,85.0985
Odisha,India, 31-07-2020, M,1.88,13614400,38.69,East,20.9517,85.0985
Odisha,India, 31-08-2020, M,1.42,14154039,39.96,East,20.9517,85.0985
Odisha,India, 30-09-2020, M,2.1,13608422,38.63,East,20.9517,85.0985
Odisha,India, 31-10-2020, M,2.18,14094553,39.98,East,20.9517,85.0985
Odisha,India, 30-11-2020, M,1.7,14294301,40.28,East,20.9517,85.0985
Odisha,India, 31-12-2020, M,0.16,14645274,40.57,East,20.9517,85.0985
Odisha,India, 31-01-2021, M,2.97,13790183,39.24,East,20.9517,85.0985
Odisha,India, 28-02-2021, M,2.46,14077007,39.79,East,20.9517,85.0985
Odisha,India, 31-03-2021, M,1.56,14055367,39.29,East,20.9517,85.0985
Odisha,India, 30-04-2021, M,1.88,14869145,41.64,East,20.9517,85.0985
Odisha,India, 31-05-2021, M,7.02,12976729,38.29,East,20.9517,85.0985
Odisha,India, 30-06-2021, M,3.65,13467650,38.28,East,20.9517,85.0985
Odisha,India, 31-07-2021, M,1.08,14895116,41.17,East,20.9517,85.0985
Odisha,India, 31-08-2021, M,2.17,14349717,40.04,East,20.9517,85.0985
Odisha,India, 30-09-2021, M,2.82,13686328,38.38,East,20.9517,85.0985
Odisha,India, 31-10-2021, M,1.05,14303074,39.33,East,20.9517,85.0985
Odisha,India, 30-11-2021, M,0.59,15384070,42.04,East,20.9517,85.0985
Odisha,India, 31-12-2021, M,1.58,14802549,40.79,East,20.9517,85.0985
Odisha,India, 31-01-2022, M,1.79,14241847,39.26,East,20.9517,85.0985
Odisha,India, 28-02-2022, M,0.99,15169452,41.42,East,20.9517,85.0985
Odisha,India, 31-03-2022, M,9.67,13689178,40.9,East,20.9517,85.0985
Odisha,India, 30-04-2022, M,1.54,14986632,41.01,East,20.9517,85.0985
Puducherry,India, 31-05-2017, M,1.34,480371,42.85,South,11.9416,79.8083
Puducherry,India, 30-06-2017, M,6.7,514593,48.42,South,11.9416,79.8083
Puducherry,India, 31-07-2017, M,1.79,482802,43.05,South,11.9416,79.8083
Puducherry,India, 31-08-2017, M,4.3,498514,45.5,South,11.9416,79.8083
Puducherry,India, 30-09-2017, M,5.32,458240,42.18,South,11.9416,79.8083
Puducherry,India, 31-10-2017, M,2.87,527479,47.2,South,11.9416,79.8083
Puducherry,India, 30-11-2017, M,4.1,470843,42.57,South,11.9416,79.8083
Puducherry,India, 31-12-2017, M,2.79,483833,43.05,South,11.9416,79.8083
Puducherry,India, 31-01-2018, M,4.44,460214,41.56,South,11.9416,79.8083
Puducherry,India, 28-02-2018, M,2.02,514606,45.21,South,11.9416,79.8083
Puducherry,India, 31-03-2018, M,3.94,425864,38.07,South,11.9416,79.8083
Puducherry,India, 30-04-2018, M,1.65,495707,43.18,South,11.9416,79.8083
Puducherry,India, 31-05-2018, M,2.27,466126,40.75,South,11.9416,79.8083
Puducherry,India, 30-06-2018, M,0.76,514995,44.23,South,11.9416,79.8083
Puducherry,India, 31-07-2018, M,3.29,421274,37.04,South,11.9416,79.8083
Puducherry,India, 31-08-2018, M,0.68,502845,42.94,South,11.9416,79.8083
Puducherry,India, 30-09-2018, M,3.51,434151,38.07,South,11.9416,79.8083
Puducherry,India, 31-10-2018, M,0.57,501412,42.56,South,11.9416,79.8083
Puducherry,India, 30-11-2018, M,0.42,427563,36.15,South,11.9416,79.8083
Puducherry,India, 31-12-2018, M,0.37,508041,42.83,South,11.9416,79.8083
Puducherry,India, 31-01-2019, M,1.67,467102,39.79,South,11.9416,79.8083
Puducherry,India, 28-02-2019, M,0.87,504674,42.55,South,11.9416,79.8083
Puducherry,India, 31-03-2019, M,0.31,400011,33.45,South,11.9416,79.8083
Puducherry,India, 30-04-2019, M,0.37,504548,42.12,South,11.9416,79.8083
Puducherry,India, 31-05-2019, M,0.78,456379,38.16,South,11.9416,79.8083
Puducherry,India, 30-06-2019, M,0,488896,40.46,South,11.9416,79.8083
Puducherry,India, 31-07-2019, M,0,420344,34.7,South,11.9416,79.8083
Puducherry,India, 31-08-2019, M,7.47,496812,44.21,South,11.9416,79.8083
Puducherry,India, 30-09-2019, M,0.76,462290,38.26,South,11.9416,79.8083
Puducherry,India, 31-10-2019, M,1.17,492832,40.86,South,11.9416,79.8083
Puducherry,India, 30-11-2019, M,0.91,417790,34.46,South,11.9416,79.8083
Puducherry,India, 31-12-2019, M,4.05,493943,41.97,South,11.9416,79.8083
Puducherry,India, 31-01-2020, M,0.58,457950,37.46,South,11.9416,79.8083
Puducherry,India, 29-02-2020, M,1.76,493961,40.8,South,11.9416,79.8083
Puducherry,India, 31-03-2020, M,1.2,421028,34.49,South,11.9416,79.8083
Puducherry,India, 30-04-2020, M,75.85,117542,39.3,South,11.9416,79.8083
Puducherry,India, 31-05-2020, M,58.19,172308,33.19,South,11.9416,79.8083
Puducherry,India, 30-06-2020, M,4.24,367135,30.8,South,11.9416,79.8083
Puducherry,India, 31-07-2020, M,15.47,386563,36.64,South,11.9416,79.8083
Puducherry,India, 31-08-2020, M,5.05,396006,33.34,South,11.9416,79.8083
Puducherry,India, 30-09-2020, M,10.9,411717,36.84,South,11.9416,79.8083
Puducherry,India, 31-10-2020, M,6.18,428419,36.32,South,11.9416,79.8083
Puducherry,India, 30-11-2020, M,2.18,407505,33.05,South,11.9416,79.8083
Puducherry,India, 31-12-2020, M,2.7,415410,33.79,South,11.9416,79.8083
Puducherry,India, 31-01-2021, M,7.56,420079,35.87,South,11.9416,79.8083
Puducherry,India, 28-02-2021, M,5.76,420318,35.13,South,11.9416,79.8083
Puducherry,India, 31-03-2021, M,1.44,418321,33.34,South,11.9416,79.8083
Puducherry,India, 30-04-2021, M,2.72,424356,34.19,South,11.9416,79.8083
Puducherry,India, 31-05-2021, M,23.97,348683,35.85,South,11.9416,79.8083
Puducherry,India, 30-06-2021, M,47.12,222864,32.86,South,11.9416,79.8083
Puducherry,India, 31-07-2021, M,9.58,408760,35.16,South,11.9416,79.8083
Puducherry,India, 31-08-2021, M,8.57,462760,39.27,South,11.9416,79.8083
Puducherry,India, 30-09-2021, M,11.17,416187,36.26,South,11.9416,79.8083
Puducherry,India, 31-10-2021, M,6.02,425097,34.92,South,11.9416,79.8083
Puducherry,India, 30-11-2021, M,6.29,429628,35.3,South,11.9416,79.8083
Puducherry,India, 31-12-2021, M,6.22,464517,38.05,South,11.9416,79.8083
Puducherry,India, 31-01-2022, M,7.76,431656,35.86,South,11.9416,79.8083
Puducherry,India, 28-02-2022, M,3.71,436960,34.69,South,11.9416,79.8083
Puducherry,India, 31-03-2022, M,4.22,437602,34.84,South,11.9416,79.8083
Puducherry,India, 30-04-2022, M,5.56,489100,39.39,South,11.9416,79.8083
Punjab,India, 31-05-2017, M,5.45,9589951,43.22,North,31.1471,75.3412
Punjab,India, 30-06-2017, M,8.89,9213845,43.02,North,31.1471,75.3412
Punjab,India, 31-07-2017, M,4.68,10105217,45.02,North,31.1471,75.3412
Punjab,India, 31-08-2017, M,2.48,10153038,44.13,North,31.1471,75.3412
Punjab,India, 30-09-2017, M,4.02,9381025,41.36,North,31.1471,75.3412
Punjab,India, 31-10-2017, M,7.82,9101741,41.71,North,31.1471,75.3412
Punjab,India, 30-11-2017, M,9.15,9743608,45.22,North,31.1471,75.3412
Punjab,India, 31-12-2017, M,6.78,9751980,44.04,North,31.1471,75.3412
Punjab,India, 31-01-2018, M,6.69,9451517,42.56,North,31.1471,75.3412
Punjab,India, 28-02-2018, M,9.64,9037017,41.96,North,31.1471,75.3412
Punjab,India, 31-03-2018, M,9.01,9625563,44.3,North,31.1471,75.3412
Punjab,India, 30-04-2018, M,7.16,9565632,43.08,North,31.1471,75.3412
Punjab,India, 31-05-2018, M,7.26,9442801,42.5,North,31.1471,75.3412
Punjab,India, 30-06-2018, M,8.29,9159458,41.61,North,31.1471,75.3412
Punjab,India, 31-07-2018, M,8.44,9818753,44.6,North,31.1471,75.3412
Punjab,India, 31-08-2018, M,5.37,9692368,42.52,North,31.1471,75.3412
Punjab,India, 30-09-2018, M,9.83,9626059,44.24,North,31.1471,75.3412
Punjab,India, 31-10-2018, M,11.68,9227814,43.23,North,31.1471,75.3412
Punjab,India, 30-11-2018, M,8.56,9817265,44.34,North,31.1471,75.3412
Punjab,India, 31-12-2018, M,5.83,9710595,42.52,North,31.1471,75.3412
Punjab,India, 31-01-2019, M,10.47,9604005,44.15,North,31.1471,75.3412
Punjab,India, 28-02-2019, M,12.39,9205076,43.18,North,31.1471,75.3412
Punjab,India, 31-03-2019, M,9.8,9731044,44.25,North,31.1471,75.3412
Punjab,India, 30-04-2019, M,7.51,9641918,42.69,North,31.1471,75.3412
Punjab,India, 31-05-2019, M,10.73,9378466,42.94,North,31.1471,75.3412
Punjab,India, 30-06-2019, M,12.55,9333034,43.55,North,31.1471,75.3412
Punjab,India, 31-07-2019, M,10.36,9900571,44.99,North,31.1471,75.3412
Punjab,India, 31-08-2019, M,8.68,9683288,43.12,North,31.1471,75.3412
Punjab,India, 30-09-2019, M,11.29,9481369,43.39,North,31.1471,75.3412
Punjab,India, 31-10-2019, M,12.97,9092358,42.33,North,31.1471,75.3412
Punjab,India, 30-11-2019, M,8.29,9997265,44.1,North,31.1471,75.3412
Punjab,India, 31-12-2019, M,8.36,9739995,42.92,North,31.1471,75.3412
Punjab,India, 31-01-2020, M,11.11,9442093,42.82,North,31.1471,75.3412
Punjab,India, 29-02-2020, M,10.97,9229047,41.72,North,31.1471,75.3412
Punjab,India, 31-03-2020, M,10.32,9975485,44.69,North,31.1471,75.3412
Punjab,India, 30-04-2020, M,2.86,7020565,28.99,North,31.1471,75.3412
Punjab,India, 31-05-2020, M,28.33,6872938,38.39,North,31.1471,75.3412
Punjab,India, 30-06-2020, M,16.55,8390766,40.18,North,31.1471,75.3412
Punjab,India, 31-07-2020, M,9.19,9732417,42.76,North,31.1471,75.3412
Punjab,India, 31-08-2020, M,10.99,9386169,41.99,North,31.1471,75.3412
Punjab,India, 30-09-2020, M,9.61,8979999,39.5,North,31.1471,75.3412
Punjab,India, 31-10-2020, M,9.83,8811756,38.78,North,31.1471,75.3412
Punjab,India, 30-11-2020, M,7.64,9550215,40.96,North,31.1471,75.3412
Punjab,India, 31-12-2020, M,4.37,9369173,38.75,North,31.1471,75.3412
Punjab,India, 31-01-2021, M,8.09,9097268,39.07,North,31.1471,75.3412
Punjab,India, 28-02-2021, M,7.21,9037550,38.39,North,31.1471,75.3412
Punjab,India, 31-03-2021, M,7.35,9590215,40.73,North,31.1471,75.3412
Punjab,India, 30-04-2021, M,5.33,9367881,38.87,North,31.1471,75.3412
Punjab,India, 31-05-2021, M,8.84,8900420,38.28,North,31.1471,75.3412
Punjab,India, 30-06-2021, M,8.27,9008366,38.44,North,31.1471,75.3412
Punjab,India, 31-07-2021, M,6.93,9706975,40.75,North,31.1471,75.3412
Punjab,India, 31-08-2021, M,6.05,9462403,39.28,North,31.1471,75.3412
Punjab,India, 30-09-2021, M,9.28,8935927,38.35,North,31.1471,75.3412
Punjab,India, 31-10-2021, M,11.41,8722548,38.27,North,31.1471,75.3412
Punjab,India, 30-11-2021, M,6.7,9835327,40.9,North,31.1471,75.3412
Punjab,India, 31-12-2021, M,6.78,9577559,39.8,North,31.1471,75.3412
Punjab,India, 31-01-2022, M,9.31,8953493,38.17,North,31.1471,75.3412
Punjab,India, 28-02-2022, M,8.99,9030318,38.3,North,31.1471,75.3412
Punjab,India, 31-03-2022, M,6.94,9842359,40.76,North,31.1471,75.3412
Punjab,India, 30-04-2022, M,7.25,9632697,39.95,North,31.1471,75.3412
Rajasthan,India, 31-05-2017, M,2.73,19176736,37.09,North,27.0238,74.2179
Rajasthan,India, 30-06-2017, M,4.4,20645461,40.54,North,27.0238,74.2179
Rajasthan,India, 31-07-2017, M,1.72,19236798,36.66,North,27.0238,74.2179
Rajasthan,India, 31-08-2017, M,6.5,19241686,38.45,North,27.0238,74.2179
Rajasthan,India, 30-09-2017, M,1.59,20493578,38.82,North,27.0238,74.2179
Rajasthan,India, 31-10-2017, M,3.56,19386262,37.38,North,27.0238,74.2179
Rajasthan,India, 30-11-2017, M,7.78,20520622,41.29,North,27.0238,74.2179
Rajasthan,India, 31-12-2017, M,4.7,19617961,38.11,North,27.0238,74.2179
Rajasthan,India, 31-01-2018, M,6.41,19639483,38.76,North,27.0238,74.2179
Rajasthan,India, 28-02-2018, M,6.65,19078450,37.67,North,27.0238,74.2179
Rajasthan,India, 31-03-2018, M,13.2,19637012,41.6,North,27.0238,74.2179
Rajasthan,India, 30-04-2018, M,7.4,19053973,37.75,North,27.0238,74.2179
